2028,9,572,en,European flag and anthem,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">What action is the Council taking to further
increase familiarity with, and the popularity of, the European flag
and anthem in Member States, and what does the Presidency think of
the idea of providing the European anthem, which was first proposed
in 1926 by Count Richard Coudenhove-Kalergi, a Czech citizen, with
words?</p>",1990-08-27,draft,,,question
2034,9,531,en,Economic Partnership Agreement,,"<p align=""justify"">Can the Council ensure:</p>
<p align=""justify""><br>
</p>
<p align=""justify""><br>
</p>
<p align=""justify"">that a mandatory comprehensive review of the
agreement will be undertaken not later than 2013 and at subsequent
five-yearly intervals? that this review will analyse the impact and
the costs and consequences of implementation of the agreement? that
its provisions will be amended and its application adjusted in
accordance with the results of this review? that the European
Parliament and Cariforum parliaments will be involved in any
revision?</p>",1989-10-23,draft,,,question
2025,9,558,en,Market support,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">In early January the Commission pledged to introduce
new measures to support the dairy sector and producers' incomes
across Europe in an effort to combat some of the negative effects the
current economic crisis is having on the dairy sector. Has the
Commission any plans to make similar pledges to support other
agricultural sectors and producers who have also been negatively
affected by the current economic crisis?</p>",1997-12-19,draft,,,question
2029,9,535,en,Financial support for the media,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">According to the Commission's answer to Written
Question P-0189/09 concerning financial support for the media during
the worldwide economic crisis, numerous Member States have notified
the Commission of State aid to the press, which it has already
approved insofar as it was consistent with the provisions of
Community law.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Could the Commission say specifically which Member
States have already submitted such requests, which of them have been
approved, what sums are involved and for which media they are
intended? What are the conditions which make this State aid
consistent with the provisions of Community law?</p>",2009-01-12,draft,,,question
2035,9,546,en,Initiatives in Communicating Europe,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">Could the Commission indicate if it would be
favourably disposed to the idea of creating an annual prize for
citizens who have created new ways in which to break down the
barriers between the institutions and the people of the EU? Such a
scheme could provide an incentive for numerous small- and large-scale
schemes that are aimed at promoting information about the work of the
EU and MEPs to create a greater flow of information with a localised
interest taken into account.</p>",2005-04-05,draft,,,question
2030,9,545,en,Export subsidies-europe,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">In 2001 the EU undertook to move progressively
towards eliminating all export subsidies on its agricultural products
by 2013. However, the EU spent no less than EUR 2.5 billion in export
subsidies for the 2006-2007 period. Although the amount may be
decreasing, it is still much too high. In an international context
characterised by a food crisis and an explosion in agricultural
prices, we should be moving much more quickly towards doing away with
these subsidies, which have a dumping effect that is intolerable for
millions of small producers in the developing countries. Can the
Commission say, with the help of statistics and a timetable, exactly
what its intentions are on this matter?</p>",2007-10-22,draft,,,question
2036,9,545,en,The Commission's role and participation in the upcoming European elections,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">Can the Commission inform me of what non-party role
it will be playing to increase voter turnout in the European
elections?</p>",1997-08-13,draft,,,question
2032,9,533,en,Interim agreement with Turkmenistan,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">The Commission has asked the European Parliament to
give an opinion on the question whether the EU should sign the
Interim Trade Agreement between the EU and Turkmenistan.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">1. What are the concrete reasons for which the
Council considers it justified to sign the ITA now?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">2. Why does the Council want to continue with this
process, taking into account the general situation in Turkmenistan?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">3. What comments does the Council have to make on
the various reports by NGOs and people living in Turkmenistan on the
situation in the country?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">4. What concrete improvements will the ITA make to
the relationship between the EU and Turkmenistan?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">5. What concrete improvements may the ITA make to
the situation in Turkmenistan, especially concerning human rights and
democracy?</p>",1998-01-10,draft,,,question
2033,9,543,en,European agencies,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p style=""margin-bottom: 0in;"" align=""justify"">ccording to the renowned
British Economic Research Council, most European agencies are
duplicating the work of the relevant national agencies and moreover
are forcing private entities out of the market. The ERC therefore
advocates that some of these agencies, for example the Community
Plant Variety Office, be abolished. Similar criticisms have also been
expressed, for example, concerning the Fundamental Rights Agency, in
this case by the Council of Europe.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">What is the Commission's response to these
authoritative criticisms? Does the Commission intend to set up
additional agencies in future?</p>",2006-06-22,draft,,,question
2037,9,544,en,Patent application and maintenance costs in Europe,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">Between 2000 and 2006 the EU's world share of gross
domestic expenditure in Research and Development (GERD) decreased by
7.6% and its share in patent applications declined by 14.2%, or
nearly twice as much. The developed Asian Economies the share of
patent applications increased over the same period by 53%. A main
contributory factor to this disparity is the cost of applying for and
maintaining a patent in the EU, which is currently 60 times more
expensive than maintaining patent protection in the US and 13 times
that of the Japanese patent office. When does the Commission plan to
obtain agreement and act on this? As we approach the end of another
parliamentary term, with apparently little progress to report, what
does the Commission recommend? Could the Commission indicate what it
believes this situation is costing Europe in terms of intellectual
property rights and innovation?</p>",2007-09-06,draft,,,question
2041,9,590,en,E-Commerce,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">What further measures is the Commission now taking
to ensure the full abolition of barriers imposed on customers by
virtue of their country of residence or registration of payment card
which prevent them accessing the best prices and range of goods and
services, such as music downloads, rail and airline tickets, DVDs and
computer games, particularly those sold online, sold anywhere in the
EU?</p>",1991-02-04,draft,,,question
2042,9,581,en,Broadband,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">In the Czech Presidency programme, it is stated that
the Presidency will focus on overcoming barriers by means of
information and communication technologies in accordance with the
idea of a Europe without barriers.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Does the Czech Presidency have any specific plans to
ensure that all citizens of Europe have access to broadband?</p>",2000-01-01,draft,,,question
2044,9,590,en,Delays in adopting UMTS-based services,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">With more than 115 HSPA networks (HSPA being the
latest technology enabling mobile service users to download data at
high speed) and over 35 million users in Europe, UMTS technology,
which has evolved out of GSM, has a key role to play and consumers
appreciate it, not least because it offers many advantages.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">If UMTS services are to go on developing, the
regulatory framework requires that the 900 MHz GSM band be opened up
to accommodate them. However, the revision of the GSM Directive
87/372/EEC(1), is very far behind schedule, and Member States are
looking to the Commission, the Council, and Parliament to bring
clarity to regulation.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Given the critical financial situation in Europe, a
quick and responsible way should be found to allocate the band in
question and reform the related directive so as to support the mobile
communications business. All lawgivers therefore have the task of
working towards a Europe-wide solution.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">What political and technical measures will the
Commission propose in order to avert further delays, which could
affect the European electronic communications industry as a whole?</p>",1990-07-29,draft,,,question
2045,9,562,en,ICT and Information Society,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">The Commission has put the development of ICT and of
the Information Society, which has huge potential benefits for
European economy and society, at the heart of its programmes.
However, what is the Commission doing to ensure that certain sectors
of European society - such as older people and people on low incomes
- are not left behind or forgotten in this process?</p>",1996-04-24,draft,,,question
2046,9,560,en,Market support,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">In early January the Commission pledged to introduce
new measures to support the dairy sector and producers' incomes
across Europe in an effort to combat some of the negative effects the
current economic crisis is having on the dairy sector. Has the
Commission any plans to make similar pledges to support other
agricultural sectors and producers who have also been negatively
affected by the current economic crisis?</p>",1998-05-04,draft,,,question
2047,9,560,en,Structural Funds in the new Member States,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">What basic provisions will be put in place by the
Commission to ensure that Structural Funds applied to the new Member
States will not run high risks of going unspent, for example due to
local industry lacking the expert knowledge required to table
successful bids for EU grants?</p>",2009-05-11,draft,,,question
2048,9,554,en,ICAO Meeting,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">The USA may propose a resolution at the ICAO meeting
of 28 September 2004 to exclude any possibility of economic, fiscal
or global emissions trading for international aviation. Is the
Commission aware of this potential initiative? How will the
Commission ensure that the EU retains its freedom to decide on
economic, fiscal or global emissions instruments in the field of
aviation, in order to develop a sustainable transport policy in the
future?</p>",2005-09-15,draft,,,question
2049,9,546,en,EU relations with the US,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">The Dutch Presidency has stated its desire to work
to ensure that transatlantic relations, including economic
cooperation and trade relations will be strengthened on the basis of
a positive agenda. Will the Council now provide a detailed statement
on what it intends to include in its positive agenda and will it
develop initiatives outside the sphere of economic cooperation and
trade relations, for example, in the areas of culture and development
aid?</p>",2007-11-16,draft,,,question
2050,9,519,en,Referendums on the European Constitution,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">Several EU Member States will be holding referendums
in the next few months on the draft European constitution approved at
the Council meeting of 17 and 18 June 2004.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">It had been hoped that the referendums would be held
on the same day throughout the EU but this now proves to be
impossible as we have been overtaken by events.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">However, it may still be feasible to coordinate the
actual wording of the question put to voters.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Does the Council not agree that it is highly
desirable that the same question should be put to voters in all the
EU Member States holding a referendum on the draft constitution?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Will the Council take immediate steps to coordinate
the arrangements so as to bring this about?</p>",2006-05-04,draft,,,question
2051,9,519,en,Ignoring of Parliament's call relating to the advertising of the post of OLAF,,"<p align=""justify"">Does the Commission think that paragraph 50 of
Parliament's report (A5-0393/03), in which it is notes that ‘the
current Director’s appointment will come to an end in March 2005;
[Parliament] calls on the Commission to advertise the post of
Director in the Official Journal in spring 2004, so that Parliament’s
relevant committee can hear the suitable candidates in autumn 2004 on
the basis of a proposal from the Supervisory Committee’ has been
ignored? If not, why not? If so, why?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">For reasons of transparency, can the Commission
indicate in detail the steps and decisions taken since the adoption
of the report regarding the appointment of the successor to Mr
Brüner?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Does the Commission plan to advertise the post of
Director of OLAF?</p>",2005-03-13,draft,,,question
2053,9,578,en,Framework Convention on Climate Change,,"<p align=""justify"">Following the successful outcome of the COP 11/MOP 1
in Montreal at the end of 2005, it is now essential to push ahead
with the new processes launched: the negotiations on the post-2012
commitments and the dialogue on long-term joint actions under the
Framework Convention on Climate Change.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Can the President-in-Office of the Council state
what progress was made in this regard at the 24th Session of the
Subsidiary Bodies of the Framework Convention on Climate Change held
in Bonn from 15 to 26 May 2006?</p>",2007-06-07,draft,,,question
2057,9,563,en,COSAC report,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">Has the Council considered the COSAC report on the
reform of the Court of Auditors, and will it make a statement on the
matter?</p>",2007-05-14,draft,,,question
2059,9,584,en,The Constitutional Treaty,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">Can the European Council outline the measures that
it will take in order to explain to the citizens of Europe the
provisions of the new Constitutional Treaty which was signed in Rome
on 29 October 2004?</p>",2005-10-13,draft,,,question
2054,9,587,en,SMEs and public contracts,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">What is the Commission’s most up-to-date
information regarding the percentage of public contracts awarded to
SMEs in the EU (e.g. for 2005 and 2006)? More specifically, does it
have information concerning the percentage of contracts awarded to
medium and small enterprises respectively? Does it have data for each
Member State?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">In the United States, a percentage of public
contracts may be set aside for SMEs within authorised WTO limits. In
view of the WTO talks and the fresh proposals to be made by the
Commission, will the European Union seek similar arrangements
allowing Member States to set aside a percentage of public contracts
for SMEs as recommended by France?</p>",2007-02-12,draft,,,question
2058,9,561,en,VAT on Internet access,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">In the EU Member States, access to the Internet is
currently subject to full-rate VAT, i.e. in Cyprus and Luxembourg,
15%; Germany, 16%; United Kingdom, 17.5%; Czech Republic, 19%;
France, 19.6%; and Denmark, 25% (it is expected to be 22% in Poland).</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Given the need to ensure equal access to the new
technologies, regardless of place of residence, to enhance the
competitiveness of our economies, especially compared with the United
States, and ultimately to build an information society free of
stereotypes and xenophobia, I believe that, within the EU, access to
the Internet should be subject to zero-rate VAT, as I stated in
Written Declaration 0056/2004.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Given the above, does the Commission intend to take
steps to introduce zero-rate VAT on access to the Internet in all
Member States of the European Union?</p>",2004-09-16,draft,,,question
2063,9,583,en,Internet security and human rights,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">According to Proposal for a Decision
COM(2004)0091/final, it is estimated that over 50 percent of global
e-mail traffic will soon be spam. The 'opt-in rule' and the proposed
programme are welcome developments but what practical measures will
the Commission take to deal with the cross-border factor, the illegal
content of some unsolicited mail and the protection of personal
correspondence?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">How does the Commission intend to protect freedom of
expression on the Internet and how exactly will it draw the line
between protection of personal correspondence and protection of
minors and consumers, given the differences between Member States'
legislation?</p>",2006-05-07,draft,,,question
2066,9,561,en,Swedish surveillance plans,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">According to a report in the Svenska Dagbladet of 29
March, the Swedish government is preparing to permit other EU
countries’ police authorities to carry out phone-tapping and data
surveillance on Swedish citizens as part of the campaign to combat
cross-border crime.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Does the Commission consider that this type of
cross-border investigation permit has any foundation in the current
legal basis for Europol and/or Schengen cooperation? Can other Member
States be required to carry out similar cross-border investigations
in return?</p>",2003-01-06,draft,,,question
2070,9,556,en,Poles in top-level management posts within the Commission,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">In December 2003, according to the official figures,
the geographic breakdown of top-level management posts within the
Commission was as follows: France 48, Germany 40, United Kingdom 38,
Spain 26, Italy 27, to name but the largest 'old' Member States. What
is the situation today, following the enlargement, as regards the
participation of Poland, Hungary, the Czech Republic, Slovakia and
the other 'new' Member States?</p>",2003-12-16,draft,,,question
2077,9,592,en,Electronic bugging of MEPs' offices,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">As the Council should be aware, a sophisticated
covert listening device was recently discovered in my constituency
office in Belfast, and the British media reports that an admission
has been made that this device was placed with the authorisation of
British Intelligence.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Does the Council think that Member States acting in
such a manner are showing due regard for democratic principles and
the integrity of this institution? Does the Council accept that the
constituency offices of Members of this House merit the same respect
as offices based in the institutions? Will the Council give its
opinion on the ethics of a listening device being planted inside
offices that I use and also contact the British Government about this
incident?</p>",2006-10-17,draft,,,question
2055,9,588,en,Education exchanges,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">In its report on EU-India: A Strategic Partnership
(A6-0256/2005) the European Parliament 'Welcomed the recent signing
by the Commission and the Indian Government of an agreement under
which the former is offering one thousand bursaries (33 million euro)
to enable Indian students to attend European universities under the
Erasmus Mundus programme, .... noted that the Indian Council for
Cultural Relations is offering opportunities for European students to
attend universities in India, but calls for greater interest to be
shown in this so as to make a more active contribution to
consolidating the foundations of the strategic partnership.'</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Could the Commission give an update as to the
current implementation of these proposals, with specific reference to
collaboration in science and technology?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Does the Commission believe that professional and
business exchanges could also be beneficial, both for cross-cultural
understanding and the promotion of a two-way flow of information?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">And does the Commission have any plans to replicate
the success of the Executive Training Programme - People to People
Exchange - that exists with Japan and Korea by extending the
programme to India, with the appropriate funding?</p>",2005-10-30,draft,,,question
2060,9,581,en,Linguistic diversity in the European Union	,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">Within the European Union there are languages with a
centuries-old history which are neither national nor official EU
languages but which nonetheless often have many speakers living in
different regions in a variety of Member States. In those regions,
such languages sometimes enjoy official status and in certain cases
they have a number of speakers, a literary tradition and a vitality
comparable to those of national languages which enjoy official EU
status, even though the latter may actually have only a similar or
even a smaller number of speakers.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">In view of the fact that respect for linguistic
diversity is one of the EU's democratic and cultural foundations (as
acknowledged in Article 22 of the Charter of Fundamental Rights: 'The
Union shall respect cultural, religious and linguistic diversity')
and since - in accordance with the EU's values - it would therefore
be wrong to discriminate against a language merely on the grounds
that it is not spoken throughout a Member States, does the Council
not think that the EU should take greater account of the realities of
such languages?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">The Spanish Government has already submitted a
Memorandum calling for the language arrangements within the EU
institutions to be amended in order to accommodate Spain's
co-official languages. What attitude is the Council likely to adopt
in response to such a request?</p>",2002-11-10,draft,,,question
2069,9,545,en,Possibly consequences of using mobile phones,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">Technological progress in mobile telephony has
greatly facilitated communications between people. However,
scientific views are occasionally published which have alarmed public
opinion about the possible consequences for human health of using
mobile phones.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Given these concerns and in order to ensure that the
public is correctly and responsibly informed, will the Commission
say:</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Has it drawn up a scientific study investigating
thoroughly whether and to what extent radiation from mobile phones
affects human health?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">If there is any evidence of possible consequences,
does it intend to take some initiative to promote the correct use of
mobile phones? 
</p>",1998-08-13,draft,,,question
2074,9,580,en,Timetable for negotiations on the financial perspective,,"<p align=""justify"">The Luxembourg Presidency has stated its intention
to reach an agreement on the financial perspective in June this year.
How does the Presidency intend to work towards resolving the most
important issues in the long-term budget and bringing about an
agreement in the Council? Are there reasons to believe that the
Presidency's timetable will be met?</p>",1992-02-06,draft,,,question
2056,9,560,en,European aid to combat forest fires,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">In recent years a growing number of fires have
occurred in the warmest regions of southern Europe, some produced by
natural causes, but most caused by carelessness or started
deliberately. The greenhouse effect and the consequent warming of
some areas of the planet is making the situation worse. During this
summer, in Andalucia (Spain) alone, more than 42 000 hectares have
been burned and, regrettably, this will not be the final figure for
the year. The EU already makes provision for aid for the prevention
of forest fires, but needs to act as a matter of urgency to restore
the damaged areas.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Given the problems of desertification caused by such
fires, will the Commission allocate specific budgetary appropriations
in 2005 in order to assist the recovery and reafforestation of areas
destroyed by fire?</p>",1988-05-24,draft,,,question
