seating_id,parliament_id,session_id,session_date_start,session_date_end,seating_type,seating_begin_date,seating_begin_time,seating_end_date,seating_end_time
591,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"03/12/91 00:00:00","12/30/99 15:09:00","03/12/91 00:00:00","12/30/99 17:52:00"
592,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"03/13/91 00:00:00","12/30/99 09:30:00","03/13/91 00:00:00","12/30/99 12:32:00"
593,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"03/18/91 00:00:00","12/30/99 09:40:00","03/18/91 00:00:00","12/30/99 12:24:00"
594,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"03/18/91 00:00:00","12/30/99 15:17:00","03/18/91 00:00:00","12/30/99 18:00:00"
595,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"03/19/91 00:00:00","12/30/99 09:44:00","03/19/91 00:00:00","12/30/99 12:11:00"
596,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"03/19/91 00:00:00","12/30/99 15:10:00","03/19/91 00:00:00","12/30/99 17:56:00"
597,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"03/20/91 00:00:00","12/30/99 09:36:00","03/20/91 00:00:00","12/30/99 12:29:00"
598,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"03/25/91 00:00:00","12/30/99 09:45:00","03/25/91 00:00:00","12/30/99 12:42:00"
599,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"03/25/91 00:00:00","12/30/99 15:00:00","03/25/91 00:00:00","12/30/99 18:18:00"
600,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"03/26/91 00:00:00","12/30/99 09:44:00","03/26/91 00:00:00","12/30/99 12:17:00"
601,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"03/26/91 00:00:00","12/30/99 15:19:00","03/26/91 00:00:00","12/30/99 18:08:00"
602,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"03/27/91 00:00:00","12/30/99 09:35:00","03/27/91 00:00:00","12/30/99 12:38:00"
603,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/01/91 00:00:00","12/30/99 09:32:00","04/01/91 00:00:00","12/30/99 12:47:00"
604,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"04/01/91 00:00:00","12/30/99 15:04:00","04/01/91 00:00:00","12/30/99 17:33:00"
605,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/02/91 00:00:00","12/30/99 09:40:00","04/02/91 00:00:00","12/30/99 12:39:00"
606,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"04/02/91 00:00:00","12/30/99 15:17:00","04/02/91 00:00:00","12/30/99 18:26:00"
607,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/03/91 00:00:00","12/30/99 09:47:00","04/03/91 00:00:00","12/30/99 12:53:00"
608,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/08/91 00:00:00","12/30/99 09:41:00","04/08/91 00:00:00","12/30/99 12:50:00"
609,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"04/08/91 00:00:00","12/30/99 15:13:00","04/08/91 00:00:00","12/30/99 18:15:00"
610,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/09/91 00:00:00","12/30/99 09:43:00","04/09/91 00:00:00","12/30/99 12:59:00"
611,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"04/09/91 00:00:00","12/30/99 15:17:00","04/09/91 00:00:00","12/30/99 18:29:00"
612,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/10/91 00:00:00","12/30/99 09:30:00","04/10/91 00:00:00","12/30/99 12:53:00"
613,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/15/91 00:00:00","12/30/99 09:44:00","04/15/91 00:00:00","12/30/99 12:30:00"
614,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"04/15/91 00:00:00","12/30/99 15:12:00","04/15/91 00:00:00","12/30/99 18:20:00"
615,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/16/91 00:00:00","12/30/99 09:37:00","04/16/91 00:00:00","12/30/99 12:07:00"
616,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"04/16/91 00:00:00","12/30/99 15:10:00","04/16/91 00:00:00","12/30/99 18:20:00"
617,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/17/91 00:00:00","12/30/99 09:49:00","04/17/91 00:00:00","12/30/99 12:22:00"
618,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/22/91 00:00:00","12/30/99 09:42:00","04/22/91 00:00:00","12/30/99 12:39:00"
619,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"04/22/91 00:00:00","12/30/99 15:04:00","04/22/91 00:00:00","12/30/99 17:50:00"
620,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/23/91 00:00:00","12/30/99 09:32:00","04/23/91 00:00:00","12/30/99 12:32:00"
621,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",2,"04/23/91 00:00:00","12/30/99 15:01:00","04/23/91 00:00:00","12/30/99 17:57:00"
622,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/24/91 00:00:00","12/30/99 09:48:00","04/24/91 00:00:00","12/30/99 12:14:00"
623,6,10,"01/08/91 00:00:00","04/28/91 00:00:00",1,"04/28/91 00:00:00","12/30/99 09:35:00","04/28/91 00:00:00","12/30/99 12:57:00"
624,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/01/91 00:00:00","12/30/99 09:41:00","06/01/91 00:00:00","12/30/99 12:03:00"
625,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/03/91 00:00:00","12/30/99 09:46:00","06/03/91 00:00:00","12/30/99 12:59:00"
626,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"06/03/91 00:00:00","12/30/99 15:19:00","06/03/91 00:00:00","12/30/99 17:45:00"
627,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/04/91 00:00:00","12/30/99 09:47:00","06/04/91 00:00:00","12/30/99 12:08:00"
628,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"06/04/91 00:00:00","12/30/99 15:06:00","06/04/91 00:00:00","12/30/99 18:17:00"
629,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/05/91 00:00:00","12/30/99 09:47:00","06/05/91 00:00:00","12/30/99 12:33:00"
630,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/10/91 00:00:00","12/30/99 09:36:00","06/10/91 00:00:00","12/30/99 12:54:00"
631,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"06/10/91 00:00:00","12/30/99 15:07:00","06/10/91 00:00:00","12/30/99 17:50:00"
632,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/11/91 00:00:00","12/30/99 09:46:00","06/11/91 00:00:00","12/30/99 12:38:00"
633,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"06/11/91 00:00:00","12/30/99 15:10:00","06/11/91 00:00:00","12/30/99 18:14:00"
634,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/12/91 00:00:00","12/30/99 09:32:00","06/12/91 00:00:00","12/30/99 12:57:00"
635,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/17/91 00:00:00","12/30/99 09:40:00","06/17/91 00:00:00","12/30/99 12:36:00"
636,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"06/17/91 00:00:00","12/30/99 15:13:00","06/17/91 00:00:00","12/30/99 18:21:00"
637,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/18/91 00:00:00","12/30/99 09:40:00","06/18/91 00:00:00","12/30/99 12:08:00"
638,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"06/18/91 00:00:00","12/30/99 15:02:00","06/18/91 00:00:00","12/30/99 18:05:00"
639,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/19/91 00:00:00","12/30/99 09:46:00","06/19/91 00:00:00","12/30/99 12:02:00"
640,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/24/91 00:00:00","12/30/99 09:34:00","06/24/91 00:00:00","12/30/99 12:13:00"
641,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"06/24/91 00:00:00","12/30/99 15:05:00","06/24/91 00:00:00","12/30/99 18:16:00"
642,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/25/91 00:00:00","12/30/99 09:45:00","06/25/91 00:00:00","12/30/99 12:04:00"
643,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"06/25/91 00:00:00","12/30/99 15:17:00","06/25/91 00:00:00","12/30/99 17:58:00"
644,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"06/26/91 00:00:00","12/30/99 09:37:00","06/26/91 00:00:00","12/30/99 12:55:00"
645,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/01/91 00:00:00","12/30/99 09:38:00","07/01/91 00:00:00","12/30/99 12:49:00"
646,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"07/01/91 00:00:00","12/30/99 15:12:00","07/01/91 00:00:00","12/30/99 18:22:00"
647,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/02/91 00:00:00","12/30/99 09:32:00","07/02/91 00:00:00","12/30/99 12:22:00"
648,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"07/02/91 00:00:00","12/30/99 15:14:00","07/02/91 00:00:00","12/30/99 18:00:00"
649,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/03/91 00:00:00","12/30/99 09:40:00","07/03/91 00:00:00","12/30/99 12:29:00"
650,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/08/91 00:00:00","12/30/99 09:48:00","07/08/91 00:00:00","12/30/99 12:15:00"
651,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"07/08/91 00:00:00","12/30/99 15:17:00","07/08/91 00:00:00","12/30/99 17:40:00"
652,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/09/91 00:00:00","12/30/99 09:49:00","07/09/91 00:00:00","12/30/99 12:04:00"
653,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"07/09/91 00:00:00","12/30/99 15:01:00","07/09/91 00:00:00","12/30/99 17:56:00"
654,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/10/91 00:00:00","12/30/99 09:41:00","07/10/91 00:00:00","12/30/99 12:10:00"
655,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/15/91 00:00:00","12/30/99 09:30:00","07/15/91 00:00:00","12/30/99 12:46:00"
656,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"07/15/91 00:00:00","12/30/99 15:17:00","07/15/91 00:00:00","12/30/99 18:10:00"
657,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/16/91 00:00:00","12/30/99 09:37:00","07/16/91 00:00:00","12/30/99 12:07:00"
658,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"07/16/91 00:00:00","12/30/99 15:16:00","07/16/91 00:00:00","12/30/99 17:58:00"
659,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/17/91 00:00:00","12/30/99 09:32:00","07/17/91 00:00:00","12/30/99 12:50:00"
660,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/22/91 00:00:00","12/30/99 09:31:00","07/22/91 00:00:00","12/30/99 12:46:00"
661,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"07/22/91 00:00:00","12/30/99 15:15:00","07/22/91 00:00:00","12/30/99 18:16:00"
662,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/23/91 00:00:00","12/30/99 09:41:00","07/23/91 00:00:00","12/30/99 12:41:00"
663,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"07/23/91 00:00:00","12/30/99 15:17:00","07/23/91 00:00:00","12/30/99 18:19:00"
664,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/24/91 00:00:00","12/30/99 09:35:00","07/24/91 00:00:00","12/30/99 12:16:00"
665,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/29/91 00:00:00","12/30/99 09:42:00","07/29/91 00:00:00","12/30/99 12:54:00"
666,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"07/29/91 00:00:00","12/30/99 15:05:00","07/29/91 00:00:00","12/30/99 17:39:00"
667,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/30/91 00:00:00","12/30/99 09:31:00","07/30/91 00:00:00","12/30/99 12:46:00"
668,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"07/30/91 00:00:00","12/30/99 15:10:00","07/30/91 00:00:00","12/30/99 17:46:00"
669,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"07/31/91 00:00:00","12/30/99 09:30:00","07/31/91 00:00:00","12/30/99 12:16:00"
670,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/05/91 00:00:00","12/30/99 09:47:00","08/05/91 00:00:00","12/30/99 12:57:00"
671,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"08/05/91 00:00:00","12/30/99 15:01:00","08/05/91 00:00:00","12/30/99 17:46:00"
672,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/06/91 00:00:00","12/30/99 09:31:00","08/06/91 00:00:00","12/30/99 12:21:00"
673,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"08/06/91 00:00:00","12/30/99 15:16:00","08/06/91 00:00:00","12/30/99 17:43:00"
674,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/07/91 00:00:00","12/30/99 09:38:00","08/07/91 00:00:00","12/30/99 12:30:00"
675,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/12/91 00:00:00","12/30/99 09:41:00","08/12/91 00:00:00","12/30/99 12:17:00"
676,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"08/12/91 00:00:00","12/30/99 15:11:00","08/12/91 00:00:00","12/30/99 18:00:00"
677,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/13/91 00:00:00","12/30/99 09:44:00","08/13/91 00:00:00","12/30/99 12:37:00"
678,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"08/13/91 00:00:00","12/30/99 15:10:00","08/13/91 00:00:00","12/30/99 17:33:00"
679,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/14/91 00:00:00","12/30/99 09:42:00","08/14/91 00:00:00","12/30/99 12:21:00"
680,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/19/91 00:00:00","12/30/99 09:47:00","08/19/91 00:00:00","12/30/99 12:12:00"
681,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"08/19/91 00:00:00","12/30/99 15:11:00","08/19/91 00:00:00","12/30/99 17:48:00"
682,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/20/91 00:00:00","12/30/99 09:30:00","08/20/91 00:00:00","12/30/99 12:39:00"
683,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"08/20/91 00:00:00","12/30/99 15:11:00","08/20/91 00:00:00","12/30/99 17:35:00"
684,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/21/91 00:00:00","12/30/99 09:49:00","08/21/91 00:00:00","12/30/99 12:28:00"
685,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/26/91 00:00:00","12/30/99 09:32:00","08/26/91 00:00:00","12/30/99 12:59:00"
686,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"08/26/91 00:00:00","12/30/99 15:12:00","08/26/91 00:00:00","12/30/99 18:29:00"
687,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/27/91 00:00:00","12/30/99 09:48:00","08/27/91 00:00:00","12/30/99 12:45:00"
688,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",2,"08/27/91 00:00:00","12/30/99 15:11:00","08/27/91 00:00:00","12/30/99 18:05:00"
689,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/28/91 00:00:00","12/30/99 09:46:00","08/28/91 00:00:00","12/30/99 12:22:00"
690,6,11,"06/01/91 00:00:00","08/30/91 00:00:00",1,"08/30/91 00:00:00","12/30/99 09:44:00","08/30/91 00:00:00","12/30/99 12:55:00"
691,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/02/91 00:00:00","12/30/99 09:40:00","10/02/91 00:00:00","12/30/99 12:41:00"
692,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/03/91 00:00:00","12/30/99 09:43:00","10/03/91 00:00:00","12/30/99 12:50:00"
693,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/07/91 00:00:00","12/30/99 09:41:00","10/07/91 00:00:00","12/30/99 12:14:00"
694,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"10/07/91 00:00:00","12/30/99 15:06:00","10/07/91 00:00:00","12/30/99 17:36:00"
695,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/08/91 00:00:00","12/30/99 09:34:00","10/08/91 00:00:00","12/30/99 12:40:00"
696,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"10/08/91 00:00:00","12/30/99 15:07:00","10/08/91 00:00:00","12/30/99 18:22:00"
697,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/09/91 00:00:00","12/30/99 09:30:00","10/09/91 00:00:00","12/30/99 12:13:00"
698,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/14/91 00:00:00","12/30/99 09:43:00","10/14/91 00:00:00","12/30/99 12:07:00"
699,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"10/14/91 00:00:00","12/30/99 15:18:00","10/14/91 00:00:00","12/30/99 18:21:00"
700,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/15/91 00:00:00","12/30/99 09:44:00","10/15/91 00:00:00","12/30/99 12:47:00"
701,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"10/15/91 00:00:00","12/30/99 15:13:00","10/15/91 00:00:00","12/30/99 17:54:00"
702,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/16/91 00:00:00","12/30/99 09:31:00","10/16/91 00:00:00","12/30/99 12:48:00"
703,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/21/91 00:00:00","12/30/99 09:33:00","10/21/91 00:00:00","12/30/99 12:48:00"
704,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"10/21/91 00:00:00","12/30/99 15:13:00","10/21/91 00:00:00","12/30/99 18:22:00"
705,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/22/91 00:00:00","12/30/99 09:34:00","10/22/91 00:00:00","12/30/99 12:30:00"
706,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"10/22/91 00:00:00","12/30/99 15:01:00","10/22/91 00:00:00","12/30/99 18:29:00"
707,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/23/91 00:00:00","12/30/99 09:39:00","10/23/91 00:00:00","12/30/99 12:30:00"
708,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/28/91 00:00:00","12/30/99 09:39:00","10/28/91 00:00:00","12/30/99 12:09:00"
709,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"10/28/91 00:00:00","12/30/99 15:01:00","10/28/91 00:00:00","12/30/99 18:24:00"
710,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/29/91 00:00:00","12/30/99 09:49:00","10/29/91 00:00:00","12/30/99 12:58:00"
711,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"10/29/91 00:00:00","12/30/99 15:09:00","10/29/91 00:00:00","12/30/99 18:26:00"
712,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"10/30/91 00:00:00","12/30/99 09:45:00","10/30/91 00:00:00","12/30/99 12:13:00"
713,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/04/91 00:00:00","12/30/99 09:46:00","11/04/91 00:00:00","12/30/99 12:50:00"
714,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"11/04/91 00:00:00","12/30/99 15:07:00","11/04/91 00:00:00","12/30/99 17:48:00"
715,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/05/91 00:00:00","12/30/99 09:32:00","11/05/91 00:00:00","12/30/99 12:26:00"
716,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"11/05/91 00:00:00","12/30/99 15:05:00","11/05/91 00:00:00","12/30/99 18:18:00"
717,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/06/91 00:00:00","12/30/99 09:44:00","11/06/91 00:00:00","12/30/99 12:06:00"
718,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/11/91 00:00:00","12/30/99 09:47:00","11/11/91 00:00:00","12/30/99 12:32:00"
719,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"11/11/91 00:00:00","12/30/99 15:06:00","11/11/91 00:00:00","12/30/99 18:20:00"
720,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/12/91 00:00:00","12/30/99 09:43:00","11/12/91 00:00:00","12/30/99 12:46:00"
721,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"11/12/91 00:00:00","12/30/99 15:18:00","11/12/91 00:00:00","12/30/99 18:15:00"
722,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/13/91 00:00:00","12/30/99 09:32:00","11/13/91 00:00:00","12/30/99 12:56:00"
723,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/18/91 00:00:00","12/30/99 09:38:00","11/18/91 00:00:00","12/30/99 12:56:00"
724,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"11/18/91 00:00:00","12/30/99 15:12:00","11/18/91 00:00:00","12/30/99 18:26:00"
725,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/19/91 00:00:00","12/30/99 09:35:00","11/19/91 00:00:00","12/30/99 12:57:00"
726,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"11/19/91 00:00:00","12/30/99 15:03:00","11/19/91 00:00:00","12/30/99 18:00:00"
727,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/20/91 00:00:00","12/30/99 09:49:00","11/20/91 00:00:00","12/30/99 12:39:00"
728,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/25/91 00:00:00","12/30/99 09:30:00","11/25/91 00:00:00","12/30/99 12:22:00"
729,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"11/25/91 00:00:00","12/30/99 15:12:00","11/25/91 00:00:00","12/30/99 17:43:00"
730,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/26/91 00:00:00","12/30/99 09:34:00","11/26/91 00:00:00","12/30/99 12:58:00"
731,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",2,"11/26/91 00:00:00","12/30/99 15:01:00","11/26/91 00:00:00","12/30/99 17:59:00"
732,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/27/91 00:00:00","12/30/99 09:32:00","11/27/91 00:00:00","12/30/99 12:43:00"
733,6,12,"10/02/91 00:00:00","11/28/91 00:00:00",1,"11/28/91 00:00:00","12/30/99 09:38:00","11/28/91 00:00:00","12/30/99 12:29:00"
734,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"01/08/92 00:00:00","12/30/99 09:47:00","01/08/92 00:00:00","12/30/99 12:08:00"
735,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"01/13/92 00:00:00","12/30/99 09:42:00","01/13/92 00:00:00","12/30/99 12:11:00"
736,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",2,"01/13/92 00:00:00","12/30/99 15:13:00","01/13/92 00:00:00","12/30/99 17:35:00"
737,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"01/14/92 00:00:00","12/30/99 09:45:00","01/14/92 00:00:00","12/30/99 12:26:00"
738,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",2,"01/14/92 00:00:00","12/30/99 15:15:00","01/14/92 00:00:00","12/30/99 17:34:00"
739,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"01/15/92 00:00:00","12/30/99 09:34:00","01/15/92 00:00:00","12/30/99 12:12:00"
740,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"01/20/92 00:00:00","12/30/99 09:32:00","01/20/92 00:00:00","12/30/99 12:43:00"
741,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",2,"01/20/92 00:00:00","12/30/99 15:13:00","01/20/92 00:00:00","12/30/99 17:53:00"
742,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"01/21/92 00:00:00","12/30/99 09:47:00","01/21/92 00:00:00","12/30/99 12:33:00"
743,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",2,"01/21/92 00:00:00","12/30/99 15:16:00","01/21/92 00:00:00","12/30/99 17:58:00"
744,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"01/22/92 00:00:00","12/30/99 09:42:00","01/22/92 00:00:00","12/30/99 12:22:00"
745,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"01/27/92 00:00:00","12/30/99 09:40:00","01/27/92 00:00:00","12/30/99 12:19:00"
746,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",2,"01/27/92 00:00:00","12/30/99 15:15:00","01/27/92 00:00:00","12/30/99 17:31:00"
747,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"01/28/92 00:00:00","12/30/99 09:32:00","01/28/92 00:00:00","12/30/99 12:38:00"
748,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",2,"01/28/92 00:00:00","12/30/99 15:18:00","01/28/92 00:00:00","12/30/99 17:53:00"
749,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"01/29/92 00:00:00","12/30/99 09:31:00","01/29/92 00:00:00","12/30/99 12:02:00"
750,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"02/03/92 00:00:00","12/30/99 09:32:00","02/03/92 00:00:00","12/30/99 12:16:00"
751,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",2,"02/03/92 00:00:00","12/30/99 15:06:00","02/03/92 00:00:00","12/30/99 18:21:00"
752,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"02/04/92 00:00:00","12/30/99 09:35:00","02/04/92 00:00:00","12/30/99 12:19:00"
753,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",2,"02/04/92 00:00:00","12/30/99 15:01:00","02/04/92 00:00:00","12/30/99 17:54:00"
754,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"02/05/92 00:00:00","12/30/99 09:46:00","02/05/92 00:00:00","12/30/99 12:54:00"
755,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"02/10/92 00:00:00","12/30/99 09:30:00","02/10/92 00:00:00","12/30/99 12:30:00"
756,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",2,"02/10/92 00:00:00","12/30/99 15:17:00","02/10/92 00:00:00","12/30/99 17:42:00"
757,6,13,"01/08/92 00:00:00","04/28/92 00:00:00",1,"02/11/92 00:00:00","12/30/99 09:38:00","02/11/92 00:00:00","12/30/99 12:48:00"
